,name,company,year,price,kms_driven,fuel_type
16908,Toyota Belta,Toyota ,2006,2384000,145000,Petrol
16909,KIA Sportage,KIA ,2003,800000,155000,Petrol
16910,Honda City,Honda ,2006,2384000,145000,Petrol
16911,Suzuki Cultus,Suzuki ,2016,2384000,76500,Petrol
16912,Toyota Corolla,Toyota ,1997,575000,95380,Diesel
16913,Suzuki Wagon,Suzuki ,2018,2384000,32000,Petrol
16914,Mitsubishi Lancer,Mitsubishi ,2005,950000,92424,Petrol
16915,Daihatsu Mira,Daihatsu ,2016,1640000,25000,Petrol
16916,Suzuki Mehran,Suzuki ,2005,450000,58031,Petrol
16917,Toyota Corolla,Toyota ,2014,2350000,77000,Petrol
16918,Honda City,Honda ,2015,2000000,48000,Petrol
16919,Suzuki Cultus,Suzuki ,2007,490000,66928,Petrol
16920,Toyota Corolla,Toyota ,2007,1980000,95000,Petrol
16921,Daihatsu Cuore,Daihatsu ,2012,540000,20000,Petrol
16922,Honda City,Honda ,2018,2700000,23000,Petrol
16923,Suzuki Alto,Suzuki ,2009,760000,100000,Petrol
16924,Honda Civic,Honda ,2009,1250000,300000,Petrol
16925,Toyota Vitz,Toyota ,2014,1750000,140000,Petrol
16926,Toyota Corolla,Toyota ,2007,1850000,87540,Petrol
16927,Toyota Corolla,Toyota ,2012,1950000,58000,Petrol
16928,Hyundai Shehzore,Hyundai ,2005,1150000,200000,Diesel
16929,Nissan Clipper,Nissan ,2008,760000,50000,Petrol
16930,Suzuki Alto,Suzuki ,2011,660000,81000,Petrol
16931,Nissan Navara,Nissan ,2007,1650000,240000,Diesel
16932,Honda City,Honda ,2017,2300000,23000,Petrol
16933,Suzuki Cultus,Suzuki ,2007,560000,87000,Petrol
16934,Toyota Pickup,Toyota ,1990,1350000,125558,Diesel
16935,Toyota Corolla,Toyota ,2012,1780000,121000,Petrol
16936,Suzuki Bolan,Suzuki ,2018,1000000,33900,Petrol
16937,Toyota Land,Toyota ,2014,24500000,52000,Petrol
16938,Toyota Corolla,Toyota ,2013,1900000,225000,Petrol
16939,Toyota Corolla,Toyota ,2011,1750000,37000,Petrol
16940,Suzuki APV,Suzuki ,2010,1900000,72000,Petrol
16941,Suzuki Mehran,Suzuki ,2015,790000,24000,Petrol
16942,Toyota Aqua,Toyota ,2017,2950000,19500,Petrol
16943,Toyota Corolla,Toyota ,2018,3800000,34000,Petrol
16944,Suzuki Alto,Suzuki ,2007,575000,120000,Petrol
16945,Mitsubishi Ek,Mitsubishi ,2011,1000000,127000,Petrol
16946,Honda S660,Honda ,2016,2295000,7000,Petrol
16947,Suzuki Mehran,Suzuki ,2007,460000,123465,Petrol
16948,Toyota Corolla,Toyota ,2018,2590000,37500,Petrol
16949,Nissan Juke,Nissan ,2012,2385000,76000,Petrol
16950,Suzuki Cultus,Suzuki ,2013,1085000,70000,Petrol
16951,Suzuki Swift,Suzuki ,2016,1460000,121000,Petrol
16952,Toyota Aqua,Toyota ,2016,3100000,66000,Hybrid
16953,Suzuki Alto,Suzuki ,2004,490000,75000,Petrol
16954,Toyota Corolla,Toyota ,2015,2460000,99000,Petrol
16955,Toyota Corolla,Toyota ,2014,2270000,50000,Petrol
16956,Mercedes Benz,Mercedes ,1995,1200000,135000,Petrol
16957,Mitsubishi Hiace,Mitsubishi ,1992,610000,200000,Petrol
16958,Toyota Corolla,Toyota ,1998,900000,198000,Petrol
16959,Honda Civic,Honda ,2016,3280000,20000,Petrol
16960,Suzuki Cultus,Suzuki ,2006,565000,120000,Petrol
16961,Suzuki Mehran,Suzuki ,2017,890000,28000,Petrol
16962,Daihatsu Mira,Daihatsu ,2008,1000000,107000,Petrol
16963,Mitsubishi Lancer,Mitsubishi ,1991,220000,100000,Petrol
16964,Toyota Premio,Toyota ,2005,1885000,150000,Petrol
16965,Hino Other,Hino ,2006,2200000,145000,Diesel
16966,Suzuki Mehran,Suzuki ,2008,635000,77000,Petrol
16967,Toyota Surf,Toyota ,2006,5200000,125000,Petrol
16968,Honda City,Honda ,2014,1660000,75500,Petrol
16969,Toyota Belta,Toyota ,2006,1330000,78000,Petrol
16970,Toyota Corolla,Toyota ,2004,1190000,98705,Petrol
16971,Suzuki Mehran,Suzuki ,2008,480000,90000,Petrol
16972,Toyota Vitz,Toyota ,2012,1700000,66000,Petrol
16973,Honda City,Honda ,2015,2170000,105200,Petrol
16974,Honda Civic,Honda ,2013,2700000,40000,Petrol
16975,Honda Civic,Honda ,2010,1350000,130000,Petrol
16976,Suzuki Margalla,Suzuki ,1998,550000,100000,Petrol
16977,Suzuki Wagon,Suzuki ,2019,1650000,6500,Petrol
16978,Toyota Corolla,Toyota ,2010,1300000,300000,Petrol
16979,Toyota Corolla,Toyota ,2001,1500000,300000,Petrol
16980,Suzuki Mehran,Suzuki ,2003,360000,175000,Petrol
16981,Mitsubishi Mirage,Mitsubishi ,2013,1400000,67000,Petrol
16982,Suzuki Swift,Suzuki ,2017,1770000,31000,Petrol
16983,Honda Civic,Honda ,2019,4400000,6000,Petrol
16984,Daihatsu Mira,Daihatsu ,2016,1570000,36000,Petrol
16985,Suzuki Wagon,Suzuki ,2019,1630000,12000,Petrol
16986,Honda City,Honda ,2018,2425000,19000,Petrol
16987,Toyota Corolla,Toyota ,2010,1945000,65000,Petrol
16988,Toyota Fortuner,Toyota ,2018,8200000,53000,Diesel
16989,Suzuki Alto,Suzuki ,2007,700000,104000,Petrol
16990,Suzuki Alto,Suzuki ,2019,1530000,1000,Petrol
16991,Suzuki Mehran,Suzuki ,2007,435000,115000,Petrol
16992,Suzuki Baleno,Suzuki ,2000,660000,150000,Petrol
16993,Daihatsu Cuore,Daihatsu ,2005,600000,125000,Petrol
16994,BMW 5,BMW ,2006,3455000,107000,Petrol
16995,Honda City,Honda ,2013,1760000,102000,Petrol
16996,Honda Civic,Honda ,2018,3540000,35000,Petrol
16997,Honda Civic,Honda ,2018,3675000,36000,Petrol
16998,Toyota Corolla,Toyota ,2011,1650000,116000,Petrol
16999,Toyota Corolla,Toyota ,2017,2800000,35000,Petrol
17000,Toyota Aqua,Toyota ,2013,2325000,106000,Hybrid
17001,Toyota Vitz,Toyota ,2007,1200000,77000,Petrol
17002,Daihatsu Mira,Daihatsu ,2016,1400000,108000,Petrol
17003,Toyota Harrier,Toyota ,2005,3200000,140000,Petrol
17004,Suzuki Alto,Suzuki ,2004,530000,111111,Petrol
17005,Suzuki Mehran,Suzuki ,2005,350000,80000,Petrol
17006,Suzuki Wagon,Suzuki ,2012,1050000,85000,Petrol
17007,Daihatsu Esse,Daihatsu ,2011,800000,20000,Petrol
17008,Mercedes Benz,Mercedes ,2013,4500000,135000,Petrol
17009,Suzuki Cultus,Suzuki ,2018,1700000,36000,Petrol
17010,Honda Civic,Honda ,2010,1680000,114000,Petrol
17011,Toyota Corolla,Toyota ,2012,1585000,82000,Petrol
17012,Suzuki Cultus,Suzuki ,2007,640000,100000,Petrol
17013,Suzuki Cultus,Suzuki ,2007,780000,152000,Petrol
17014,Toyota Aygo,Toyota ,2013,1450000,36689,Petrol
17015,BMW X1,BMW ,2017,7200000,50000,Petrol
17016,Toyota Fortuner,Toyota ,2013,4800000,72000,Petrol
17017,Honda Civic,Honda ,2006,975000,220000,Petrol
17018,Suzuki Cultus,Suzuki ,2002,575000,64000,Petrol
17019,Toyota Corolla,Toyota ,2018,2600000,48000,Petrol
17020,Honda Accord,Honda ,2003,1475000,75000,Petrol
17021,Toyota Vitz,Toyota ,2013,1715000,126000,Petrol
17022,Daihatsu Cuore,Daihatsu ,2003,540000,68000,Petrol
17023,Suzuki Cultus,Suzuki ,2007,595000,123400,Petrol
17024,Suzuki Khyber,Suzuki ,1996,250000,100000,Petrol
17025,Toyota Corolla,Toyota ,2007,1650000,83000,Petrol
17026,Toyota Corolla,Toyota ,2015,2675000,27000,Petrol
17027,Toyota Prado,Toyota ,2004,6000000,200000,Petrol
17028,Honda Civic,Honda ,2010,1475000,130000,Petrol
17029,Suzuki Ravi,Suzuki ,2008,550000,50000,Petrol
17030,Toyota Prius,Toyota ,2017,4650000,81000,Hybrid
17031,Daihatsu Mira,Daihatsu ,2016,1540000,59000,Petrol
17032,Honda Civic,Honda ,2018,3750000,32000,Petrol
17033,Toyota Land,Toyota ,2012,20000000,70000,Petrol
17034,Mercedes Benz,Mercedes ,2015,14000000,116000,Diesel
17035,Suzuki Cultus,Suzuki ,2006,650000,136500,Petrol
17036,Honda Civic,Honda ,2018,3420000,46000,Petrol
17037,Toyota Corolla,Toyota ,2019,3950000,12000,Petrol
17038,Toyota Corolla,Toyota ,1997,900000,95000,Petrol
17039,Suzuki Mehran,Suzuki ,2007,485000,94000,Petrol
17040,Honda City,Honda ,2017,2400000,25600,Petrol
17041,Toyota Corolla,Toyota ,2001,725000,150000,Petrol
17042,Honda N,Honda ,2017,1825000,27000,Petrol
17043,Toyota Corolla,Toyota ,2014,1960000,115000,Petrol
17044,Daihatsu Hijet,Daihatsu ,2010,910000,96500,Petrol
17045,Toyota Passo,Toyota ,2015,1725000,45645,Petrol
17046,Honda Civic,Honda ,2016,3290000,28000,Petrol
17047,Daihatsu Cuore,Daihatsu ,2010,630000,70000,Petrol
17048,Suzuki Alto,Suzuki ,2010,780000,105000,Petrol
17049,Toyota Surf,Toyota ,1997,2600000,144000,Petrol
17050,Toyota Belta,Toyota ,2010,1470000,80000,Petrol
17051,Suzuki Mehran,Suzuki ,2016,690000,70000,Petrol
17052,Suzuki Mehran,Suzuki ,2005,410000,142000,Petrol
17053,Toyota Corolla,Toyota ,2009,1430000,150000,Petrol
17054,Suzuki Khyber,Suzuki ,1995,380000,100000,Petrol
17055,Toyota Passo,Toyota ,2010,1500000,110000,Petrol
17056,Toyota Pickup,Toyota ,1993,1600000,120000,Diesel
17057,Suzuki Mehran,Suzuki ,2004,390000,85000,Petrol
17058,Honda Civic,Honda ,2015,2550000,31000,Petrol
17059,Toyota Passo,Toyota ,2015,1880000,50000,Petrol
17060,Daihatsu Atrai,Daihatsu ,2015,1525000,157000,Petrol
17061,Suzuki Bolan,Suzuki ,2014,850000,26000,Petrol
17062,Toyota Prius,Toyota ,2012,2600000,160000,Petrol
17063,Suzuki Cultus,Suzuki ,2013,1085000,70000,Petrol
17064,Suzuki Wagon,Suzuki ,2018,1545000,42000,Petrol
17065,Toyota Surf,Toyota ,1996,2100000,100000,Petrol
17066,Suzuki Baleno,Suzuki ,2000,525000,90000,Petrol
17067,Suzuki Mehran,Suzuki ,2013,600000,20000,Petrol
17068,Audi A5,Audi ,2013,6650000,61000,Petrol
17069,Toyota Vitz,Toyota ,2012,1535000,49560,Petrol
17070,Toyota Aqua,Toyota ,2012,2250000,95000,Petrol
17071,Suzuki Cultus,Suzuki ,2005,530000,170000,Petrol
17072,Suzuki Mehran,Suzuki ,2005,410000,380000,Petrol
17073,Honda Vezel,Honda ,2014,3150000,77000,Petrol
17074,Honda City,Honda ,2018,2200000,28000,Petrol
17075,Nissan Roox,Nissan ,2014,1365000,80000,Petrol
17076,Suzuki Cultus,Suzuki ,2003,450000,68000,Petrol
17077,Suzuki Cultus,Suzuki ,2017,1475000,116000,Petrol
17078,Suzuki Alto,Suzuki ,2005,600000,180000,Petrol
17079,Toyota Passo,Toyota ,2017,1525000,125000,Petrol
17080,Suzuki Mehran,Suzuki ,2003,360000,99990,Petrol
17081,Suzuki Mehran,Suzuki ,2019,1000000,20000,Petrol
17082,Toyota Corolla,Toyota ,2015,2250000,99000,Petrol
17083,Suzuki Cultus,Suzuki ,2009,725000,75000,Petrol
17084,Suzuki Mehran,Suzuki ,2009,395000,100000,Petrol
17085,Daihatsu Move,Daihatsu ,2013,1125000,97000,Petrol
17086,Changan M9,Changan ,2010,350000,150000,Petrol
17087,Nissan Sunny,Nissan ,2001,650000,100000,Petrol
17088,Honda Civic,Honda ,2018,3650000,15000,Petrol
17089,Suzuki Wagon,Suzuki ,2017,1475000,48000,Petrol
17090,Honda City,Honda ,2007,1225000,255000,Petrol
17091,Toyota Prius,Toyota ,2011,2250000,124252,Petrol
17092,Hyundai Santro,Hyundai ,2007,724000,125403,Petrol
17093,Suzuki Mehran,Suzuki ,2016,800000,36000,Petrol
17094,Toyota Corolla,Toyota ,2011,1875000,75000,Petrol
17095,Toyota Corolla,Toyota ,2014,1880000,60000,Petrol
17096,Toyota Prado,Toyota ,2012,11500000,74000,Petrol
17097,Toyota Fortuner,Toyota ,2017,7400000,37000,Petrol
17098,Honda BR-V,Honda ,2018,2900000,50000,Petrol
17099,Toyota Corolla,Toyota ,1998,830000,200000,Petrol
17100,Toyota Corolla,Toyota ,2007,2100000,111000,Petrol
17101,Toyota Corolla,Toyota ,2015,2300000,26000,Petrol
17102,Honda Civic,Honda ,2017,3275000,35000,Petrol
17103,Honda City,Honda ,2005,1150000,148000,Petrol
17104,Suzuki Mehran,Suzuki ,2013,655000,110000,Petrol
17105,Toyota Corolla,Toyota ,2013,1600000,150000,Petrol
17106,Suzuki Swift,Suzuki ,2012,1200000,100300,Petrol
17107,Suzuki Mehran,Suzuki ,1990,235000,160000,Petrol
17108,Daihatsu Boon,Daihatsu ,2006,1000000,121000,Petrol
17109,Suzuki Wagon,Suzuki ,2019,1650000,31000,Petrol
17110,Honda City,Honda ,2015,1880000,121843,Petrol
17111,Toyota Land,Toyota ,2003,6975000,140000,Petrol
17112,Honda Life,Honda ,2011,1040000,89758,Petrol
17113,Nissan AD,Nissan ,2007,1350000,30000,Petrol
17114,Toyota Prado,Toyota ,1997,2500000,300000,Diesel
17115,Toyota Land,Toyota ,2005,6800000,120000,Diesel
17116,Suzuki Mehran,Suzuki ,2018,950000,26000,Petrol
17117,Mercedes Benz,Mercedes ,2012,5400000,68000,Petrol
17118,Suzuki Ciaz,Suzuki ,2017,2100000,64000,Petrol
17119,Toyota Fortuner,Toyota ,2018,7800000,13000,Petrol
17120,Toyota Prado,Toyota ,1990,1400000,150000,Diesel
17121,Suzuki Every,Suzuki ,2014,1600000,150000,Petrol
17122,Toyota Land,Toyota ,2003,7150000,180000,Petrol
17123,Honda Civic,Honda ,2015,2675000,46000,Petrol
17124,Suzuki Every,Suzuki ,2015,1900000,28000,Petrol
17125,Suzuki Swift,Suzuki ,2011,1250000,72000,Petrol
17126,Honda BR-V,Honda ,2018,3100000,34500,Petrol
17127,Honda City,Honda ,2015,1850000,109000,Petrol
17128,Suzuki Mehran,Suzuki ,2011,575000,103287,Petrol
17129,Suzuki Mehran,Suzuki ,2010,560000,150000,Petrol
17130,Suzuki Mehran,Suzuki ,2018,980000,19000,Petrol
17131,Toyota Vitz,Toyota ,2008,1300000,97000,Petrol
17132,Suzuki Potohar,Suzuki ,2004,875000,74000,Petrol
17133,Toyota Land,Toyota ,2019,39000000,10,Petrol
17134,Toyota Prado,Toyota ,2012,12200000,60000,Petrol
17135,Toyota Pixis,Toyota ,2015,1250000,78000,Petrol
17136,Daihatsu Cast,Daihatsu ,2016,1475000,46000,Petrol
17137,Daihatsu Move,Daihatsu ,2016,1400000,42000,Petrol
17138,Suzuki Swift,Suzuki ,2018,1835000,25000,Petrol
17139,Suzuki Cultus,Suzuki ,2013,1080000,45000,Petrol
17140,Toyota Premio,Toyota ,2006,2425000,117000,Petrol
17141,Toyota Pixis,Toyota ,2014,1250000,78000,Petrol
17142,Daihatsu Cuore,Daihatsu ,2012,1020000,94000,Petrol
17143,Daihatsu Cuore,Daihatsu ,2004,450000,165223,Petrol
17144,Suzuki Every,Suzuki ,2014,1400000,48500,Petrol
17145,Suzuki Wagon,Suzuki ,2018,1435000,20750,Petrol
17146,Nissan Clipper,Nissan ,2013,850000,200000,Petrol
17147,Toyota Belta,Toyota ,2006,1450000,135820,Petrol
17148,Toyota Corolla,Toyota ,2010,1200000,135000,Petrol
17149,Suzuki Mehran,Suzuki ,2005,515000,75000,Petrol
17150,Suzuki Wagon,Suzuki ,2013,1350000,98000,Petrol
17151,Toyota Land,Toyota ,1998,2500000,250000,Diesel
17152,Toyota Corolla,Toyota ,2017,2525000,35000,Petrol
17153,Toyota Hiace,Toyota ,2009,2650000,70200,Petrol
17154,Toyota Hilux,Toyota ,2016,4400000,65000,Diesel
17155,Suzuki Alto,Suzuki ,2013,1265000,78000,Petrol
17156,Mazda Carol,Mazda ,2014,1200000,75000,Petrol
17157,Toyota Prado,Toyota ,2010,8900000,131000,Petrol
17158,Suzuki Mehran,Suzuki ,2008,470000,120000,Petrol
17159,Honda Zest,Honda ,2010,1299000,81000,Petrol
17160,Toyota Tundra,Toyota ,2014,10500000,30000,Petrol
17161,Honda BR-V,Honda ,2017,2850000,42000,Petrol
17162,Toyota Corolla,Toyota ,2010,1270000,129000,Petrol
17163,Toyota Corolla,Toyota ,2007,1350000,180000,Petrol
17164,Toyota Prius,Toyota ,2007,1645000,131000,Hybrid
17165,Honda Vezel,Honda ,2016,3750000,32000,Petrol
17166,Suzuki Cultus,Suzuki ,2014,1030000,76000,Petrol
17167,Toyota Corolla,Toyota ,2017,2400000,69000,Petrol
17168,Lexus Other,Lexus ,2003,6650000,125000,Petrol
17169,Honda Civic,Honda ,2001,780000,100000,Petrol
17170,Suzuki Alto,Suzuki ,2019,1375000,5500,Petrol
17171,Daihatsu Hijet,Daihatsu ,2013,1290000,55000,Petrol
17172,Toyota Corolla,Toyota ,2011,1590000,128000,Petrol
17173,Toyota Corolla,Toyota ,2007,1130000,160000,Petrol
17174,Honda City,Honda ,1999,550000,205666,Petrol
17175,Suzuki Every,Suzuki ,2013,1300000,70000,Petrol
17176,Suzuki Wagon,Suzuki ,2018,1390000,60000,Petrol
17177,Toyota Vitz,Toyota ,2006,1375000,119000,Petrol
17178,Honda Civic,Honda ,2019,4175000,6000,Petrol
17179,Honda City,Honda ,2014,1925000,56932,Petrol
17180,Suzuki Baleno,Suzuki ,2004,520000,71000,Petrol
17181,Suzuki Mehran,Suzuki ,1997,280000,280000,Petrol
17182,Suzuki Alto,Suzuki ,2008,610000,145000,Petrol
17183,Nissan Juke,Nissan ,2010,2050000,52000,Petrol
17184,Mitsubishi Lancer,Mitsubishi ,2005,895000,93000,Petrol
17185,Mercedes Benz,Mercedes ,2006,1750000,100000,Petrol
17186,Suzuki Every,Suzuki ,2013,1225000,100000,Petrol
17187,Toyota Corolla,Toyota ,1990,560000,120751,Petrol
17188,Suzuki Cultus,Suzuki ,2019,1075000,19500,Petrol
17189,Honda Acty,Honda ,2012,900000,63000,Petrol
17190,Nissan Dayz,Nissan ,2015,1575000,33000,Petrol
17191,Suzuki Alto,Suzuki ,2010,680000,100000,Petrol
17192,Honda Civic,Honda ,2019,4250000,20000,Petrol
17193,Toyota Vitz,Toyota ,2005,1345000,154000,Petrol
17194,Nissan Dayz,Nissan ,2015,1540000,44000,Petrol
17195,Suzuki Margalla,Suzuki ,1996,420000,95000,Petrol
17196,Suzuki Every,Suzuki ,2014,1350000,100000,Petrol
17197,Toyota Tundra,Toyota ,2007,4800000,90000,Petrol
17198,Toyota Corolla,Toyota ,2007,2450000,120000,Petrol
17199,Toyota Aqua,Toyota ,2014,2500000,96000,Petrol
17200,Toyota Corolla,Toyota ,2017,2500000,77000,Petrol
17201,Suzuki Alto,Suzuki ,2009,550000,120000,Petrol
17202,Suzuki Mehran,Suzuki ,2011,575000,100000,Petrol
17203,Daihatsu Tanto,Daihatsu ,2012,1075000,65000,Petrol
17204,Toyota Prado,Toyota ,2000,3600000,166000,Diesel
17205,Honda BR-V,Honda ,2018,2945000,30000,Petrol
17206,Toyota Corolla,Toyota ,2012,1550000,84000,Petrol
17207,Toyota Aqua,Toyota ,2016,2850000,35000,Petrol
17208,Nissan Clipper,Nissan ,2014,1450000,39000,Petrol
17209,Suzuki Alto,Suzuki ,2008,550000,100000,Petrol
17210,Toyota Aqua,Toyota ,2014,2200000,65000,Hybrid
17211,Honda N,Honda ,2017,1850000,21000,Petrol
17212,Toyota Hilux,Toyota ,2013,4300000,79000,Diesel
17213,Toyota Crown,Toyota ,1996,1300000,150000,Petrol
17214,Toyota Prado,Toyota ,1999,3150000,214000,Diesel
17215,Nissan Clipper,Nissan ,2012,860000,65000,Petrol
17216,Suzuki Alto,Suzuki ,2011,740000,105000,Petrol
17217,Suzuki Mehran,Suzuki ,2014,600000,54000,Petrol
17218,Toyota Corolla,Toyota ,2011,1550000,150000,Petrol
17219,Hyundai Santro,Hyundai ,2008,770000,189000,Petrol
17220,Suzuki Alto,Suzuki ,2016,1650000,35000,Petrol
17221,Toyota Corolla,Toyota ,2017,3150000,22000,Petrol
17222,Suzuki Alto,Suzuki ,2011,800000,80000,Petrol
17223,Toyota Prius,Toyota ,2012,2700000,180000,Petrol
17224,Toyota Corolla,Toyota ,2009,1500000,114000,Petrol
17225,Mitsubishi Mirage,Mitsubishi ,2013,1450000,103000,Petrol
17226,Toyota Corolla,Toyota ,1998,730000,123458,Diesel
17227,Suzuki Mehran,Suzuki ,2015,830000,89000,Petrol
17228,Suzuki Wagon,Suzuki ,2015,1100000,75000,Petrol
17229,Toyota Corolla,Toyota ,2015,1930000,65000,Petrol
17230,Honda Civic,Honda ,2014,2375000,60000,Petrol
17231,Toyota Crown,Toyota ,2004,4450000,83000,Petrol
17232,Mitsubishi Ek,Mitsubishi ,2014,1050000,30000,Petrol
17233,Toyota Corolla,Toyota ,2011,1850000,99015,Petrol
17234,Suzuki Ravi,Suzuki ,2015,700000,15000,Petrol
17235,Toyota Corolla,Toyota ,2006,1150000,345545,Petrol
17236,Suzuki Every,Suzuki ,2016,1200000,75000,Petrol
17237,Suzuki Kei,Suzuki ,2007,930000,70000,Petrol
17238,FAW Carrier,FAW ,2018,880000,37000,Petrol
17239,Daihatsu Cuore,Daihatsu ,2000,400000,100000,Petrol
17240,Daihatsu Esse,Daihatsu ,2013,975000,98500,Petrol
17241,Honda Vezel,Honda ,2014,3800000,47000,Hybrid
17242,Honda Civic,Honda ,2005,1220000,169678,Petrol
17243,Toyota Belta,Toyota ,2010,1200000,80000,Petrol
17244,Suzuki Bolan,Suzuki ,2008,560000,135820,Petrol
17245,Mitsubishi Pajero,Mitsubishi ,1995,2000000,235000,Petrol
17246,Suzuki Alto,Suzuki ,2011,750000,119500,Petrol
17247,Toyota Corolla,Toyota ,2007,1780000,138600,Petrol
17248,Suzuki Bolan,Suzuki ,2011,750000,150000,Petrol
17249,Toyota Vitz,Toyota ,2005,1030000,130000,Petrol
17250,Toyota Corolla,Toyota ,2006,2450000,250000,Petrol
17251,Suzuki Cultus,Suzuki ,2007,765000,90000,Petrol
17252,Suzuki Cultus,Suzuki ,2011,760000,68000,Petrol
17253,Suzuki Alto,Suzuki ,2019,1540000,10000,Petrol
17254,Suzuki Alto,Suzuki ,2009,600000,190000,Petrol
17255,Toyota Corolla,Toyota ,2015,2275000,198000,Petrol
17256,Honda Vezel,Honda ,2018,5100000,37000,Petrol
17257,Suzuki Alto,Suzuki ,2006,900000,123400,Petrol
17258,Honda Civic,Honda ,2003,940000,250000,Petrol
17259,Honda Civic,Honda ,2008,1670000,110000,Petrol
17260,Honda Vezel,Honda ,2014,3450000,85000,Hybrid
17261,Suzuki Mehran,Suzuki ,2013,670000,68000,Petrol
17262,Honda City,Honda ,2004,1045000,184000,Petrol
17263,Suzuki Mehran,Suzuki ,1996,300000,160356,Petrol
17264,Honda BR-V,Honda ,2019,3250000,7325,Petrol
17265,Suzuki Mehran,Suzuki ,2013,585000,57000,Petrol
17266,Suzuki Mehran,Suzuki ,2014,670000,58000,Petrol
17267,Suzuki Cultus,Suzuki ,2015,1100000,70000,Petrol
17268,Honda Civic,Honda ,2006,1250000,60000,Petrol
17269,Daihatsu Mira,Daihatsu ,2013,1160000,142000,Petrol
17270,Daihatsu Mira,Daihatsu ,2014,1400000,150000,Petrol
17271,Toyota Hiace,Toyota ,2007,2950000,120000,Petrol
17272,Suzuki Mehran,Suzuki ,2008,465000,120000,Petrol
17273,Toyota Corolla,Toyota ,2011,1850000,132000,Petrol
17274,Nissan Dayz,Nissan ,2013,1345000,58425,Petrol
17275,Honda City,Honda ,2007,1030000,87500,Petrol
17276,Toyota C-HR,Toyota ,2017,6000000,28000,Hybrid
17277,Toyota Corolla,Toyota ,2014,1800000,134000,Petrol
17278,Honda City,Honda ,2014,1850000,129907,Petrol
17279,Honda N,Honda ,2016,1925000,17800,Petrol
17280,Suzuki Wagon,Suzuki ,2019,1625000,37000,Petrol
17281,Suzuki Mehran,Suzuki ,2013,675000,56500,Petrol
17282,Honda N,Honda ,2016,1700000,55000,Petrol
17283,Honda Civic,Honda ,1997,650000,100000,Petrol
17284,Suzuki Alto,Suzuki ,2017,1670000,22000,Petrol
17285,Daihatsu Mira,Daihatsu ,2012,1275000,84000,Petrol
17286,Honda Civic,Honda ,2003,930000,295000,Petrol
17287,Toyota Corolla,Toyota ,2013,3000000,98000,Petrol
17288,Toyota Corolla,Toyota ,2014,2900000,120000,Petrol
17289,Suzuki Cultus,Suzuki ,2008,750000,84000,Petrol
17290,Suzuki Mehran,Suzuki ,2018,520000,60000,Petrol
17291,Honda Civic,Honda ,2014,2500000,90000,Petrol
17292,Suzuki Alto,Suzuki ,2006,530000,150000,Petrol
17293,Suzuki Mehran,Suzuki ,2013,675000,56500,Petrol
17294,Toyota Corolla,Toyota ,2007,900000,412000,Petrol
17295,Suzuki Cultus,Suzuki ,2003,515000,72000,Petrol
17296,Suzuki Cultus,Suzuki ,2007,770000,88000,Petrol
17297,Suzuki Mehran,Suzuki ,2012,650000,90656,Petrol
17298,Honda City,Honda ,2005,1080000,190000,Petrol
17299,Suzuki Alto,Suzuki ,2014,1370000,78000,Petrol
17300,Honda Civic,Honda ,2012,1700000,88000,Petrol
17301,Toyota Prado,Toyota ,2012,11700000,141000,Petrol
17302,Suzuki Bolan,Suzuki ,2015,790000,83655,Petrol
17303,Toyota Aqua,Toyota ,2017,2384000,46000,Petrol
17304,Suzuki Cultus,Suzuki ,2018,1750000,8000,Petrol
17305,Suzuki Swift,Suzuki ,2011,1100000,100000,Petrol
17306,Honda City,Honda ,2014,1620000,86000,Petrol
17307,Honda Civic,Honda ,2004,1090000,250000,Petrol
17308,Honda Civic,Honda ,2005,1050000,210000,Petrol
17309,Mitsubishi Lancer,Mitsubishi ,1991,360000,100000,Petrol
17310,Toyota Prius,Toyota ,2013,2875000,113000,Petrol
17311,Toyota Corolla,Toyota ,2017,2300000,102000,Petrol
17312,Toyota Land,Toyota ,2001,4000000,247000,Diesel
17313,Honda Civic,Honda ,2017,3250000,52000,Petrol
17314,Daihatsu Mira,Daihatsu ,2013,1325000,72000,Petrol
17315,Suzuki Alto,Suzuki ,2013,1240000,65000,Petrol
