,name,company,year,price,kms_driven,fuel_type
32522,Honda Civic,Honda ,1997,650000,340000,Petrol
32523,Suzuki Wagon,Suzuki ,2014,1200000,80000,Petrol
32524,Honda Civic,Honda ,2000,600000,100000,Petrol
32525,Toyota Corolla,Toyota ,2015,3050000,33988,Petrol
32526,Suzuki Every,Suzuki ,2012,1325000,74300,Petrol
32527,Suzuki Mehran,Suzuki ,2013,720000,41000,Petrol
32528,Toyota Corolla,Toyota ,2017,2650000,74000,Petrol
32529,Honda City,Honda ,2016,2000000,103000,Petrol
32530,Toyota Vitz,Toyota ,2006,1199000,133000,Petrol
32531,Honda Civic,Honda ,1996,760000,300000,Petrol
32532,Honda Civic,Honda ,2004,1050000,133000,Petrol
32533,Toyota Land,Toyota ,2001,3950000,138000,Petrol
32534,BMW 3,BMW ,2015,6000000,49500,Petrol
32535,Suzuki Bolan,Suzuki ,2015,675000,87000,Petrol
32536,Suzuki Bolan,Suzuki ,2005,590000,165200,Petrol
32537,Suzuki Alto,Suzuki ,2011,780000,65000,Petrol
32538,Suzuki Alto,Suzuki ,2011,690000,70000,Petrol
32539,Suzuki Mehran,Suzuki ,2012,600000,85000,Petrol
32540,Toyota Premio,Toyota ,2007,3300000,105000,Petrol
32541,Suzuki Mehran,Suzuki ,2009,530000,55330,Petrol
32542,Toyota Corolla,Toyota ,2015,2384000,60000,Petrol
32543,Honda City,Honda ,2005,925000,200000,Petrol
32544,Toyota Corolla,Toyota ,2018,2384000,49000,Petrol
32545,Toyota Passo,Toyota ,2010,1250000,132000,Petrol
32546,Honda City,Honda ,2019,2400000,900,Petrol
32547,Suzuki Mehran,Suzuki ,2013,690000,44650,Petrol
32548,Honda Civic,Honda ,2019,4200000,18800,Petrol
32549,Toyota Corolla,Toyota ,2015,2384000,75000,Petrol
32550,Mitsubishi Pajero,Mitsubishi ,1992,1650000,180000,Petrol
32551,Honda Civic,Honda ,2014,2384000,90000,Petrol
32552,Daihatsu Cuore,Daihatsu ,2008,2384000,78000,Petrol
32553,Suzuki Wagon,Suzuki ,2018,1600000,33000,Petrol
32554,Honda Freed,Honda ,2012,2280000,141000,Hybrid
32555,Suzuki Mehran,Suzuki ,2010,600000,49000,Petrol
32556,Honda Civic,Honda ,2010,1500000,170000,Petrol
32557,Suzuki Mehran,Suzuki ,2010,697000,70000,Petrol
32558,Suzuki Margalla,Suzuki ,1994,420000,100000,Petrol
32559,Toyota Surf,Toyota ,1996,2450000,123456,Petrol
32560,Daihatsu Cuore,Daihatsu ,2006,450000,140770,Petrol
32561,Suzuki Alto,Suzuki ,2008,630000,135000,Petrol
32562,Suzuki Liana,Suzuki ,2008,775000,110000,Petrol
32563,Honda City,Honda ,2005,930000,110000,Petrol
32564,Honda Civic,Honda ,2014,2300000,93000,Petrol
32565,Honda City,Honda ,2008,1250000,200000,Petrol
32566,Toyota Esquire,Toyota ,2014,2384000,61000,Hybrid
32567,Honda Civic,Honda ,1998,625000,100000,Petrol
32568,Suzuki Alto,Suzuki ,2019,1380000,5500,Petrol
32569,Suzuki Mehran,Suzuki ,2012,670000,66000,Petrol
32570,Suzuki Alto,Suzuki ,2019,1375000,5000,Petrol
32571,Suzuki Alto,Suzuki ,2017,1650000,31175,Petrol
32572,Suzuki Mehran,Suzuki ,2017,850000,57000,Petrol
32573,Toyota Corolla,Toyota ,2007,1900000,91317,Petrol
32574,Suzuki Mehran,Suzuki ,2011,620000,41000,Petrol
32575,Honda City,Honda ,2019,2450000,5000,Petrol
32576,Honda City,Honda ,2007,1380000,186000,Petrol
32577,Suzuki Wagon,Suzuki ,2017,1450000,70000,Petrol
32578,Suzuki Cultus,Suzuki ,2006,580000,123456,Petrol
32579,Daewoo Racer,Daewoo ,1993,275000,241000,Petrol
32580,Hyundai Santro,Hyundai ,2005,650000,78500,Petrol
32581,Honda Vezel,Honda ,2015,4475000,33000,Petrol
32582,Honda Airwave,Honda ,2006,1499000,100600,Petrol
32583,Toyota Corolla,Toyota ,2005,1315000,115000,Petrol
32584,Suzuki Liana,Suzuki ,2009,810000,96890,Petrol
32585,Suzuki Alto,Suzuki ,2016,1700000,17000,Petrol
32586,Honda City,Honda ,2017,2050000,50000,Petrol
32587,Toyota Corolla,Toyota ,2016,2230000,127500,Petrol
32588,Daihatsu Mira,Daihatsu ,2017,1950000,20000,Petrol
32589,Suzuki Liana,Suzuki ,2007,700000,270000,Petrol
32590,Toyota Corolla,Toyota ,2013,1750000,87000,Petrol
32591,Daihatsu Cuore,Daihatsu ,2011,860000,76000,Petrol
32592,Toyota Corolla,Toyota ,2000,850000,100000,Petrol
32593,Honda Vezel,Honda ,2017,5000000,3,Petrol
32594,Daihatsu Cuore,Daihatsu ,2011,700000,133333,Petrol
32595,Suzuki Wagon,Suzuki ,2017,1400000,37000,Petrol
32596,Toyota Corolla,Toyota ,2005,1350000,300000,Petrol
32597,Suzuki Alto,Suzuki ,2013,1295000,85000,Petrol
32598,Suzuki Mehran,Suzuki ,2011,525000,125365,Petrol
32599,Suzuki Cultus,Suzuki ,2012,925000,90000,Petrol
32600,Toyota Passo,Toyota ,2007,1150000,147000,Petrol
32601,Suzuki Mehran,Suzuki ,2005,435000,166000,Petrol
32602,Honda Civic,Honda ,2003,950000,178000,Petrol
32603,Toyota Land,Toyota ,2012,22500000,79000,Petrol
32604,Daihatsu Mira,Daihatsu ,2017,1815000,50000,Petrol
32605,Toyota Corolla,Toyota ,2006,1780000,100000,Petrol
32606,Honda Civic,Honda ,2016,3150000,67000,Petrol
32607,Honda Freed,Honda ,2013,2450000,99000,Petrol
32608,Toyota Vitz,Toyota ,2006,1380000,87256,Petrol
32609,Mercedes Benz,Mercedes ,2006,3000000,100000,Petrol
32610,Honda Civic,Honda ,2004,900000,160000,Petrol
32611,Nissan Clipper,Nissan ,2013,910000,152365,Petrol
32612,Toyota Belta,Toyota ,2006,1195000,60000,Petrol
32613,Suzuki Swift,Suzuki ,2015,1300000,48000,Petrol
32614,Toyota Corolla,Toyota ,2017,2500000,123000,Petrol
32615,Honda Civic,Honda ,2018,3670000,22000,Petrol
32616,Honda City,Honda ,2018,2150000,47000,Petrol
32617,Suzuki Cultus,Suzuki ,2011,915000,123456,Petrol
32618,Honda Civic,Honda ,2017,3200000,66000,Petrol
32619,Suzuki Cultus,Suzuki ,2008,710000,45000,Petrol
32620,Honda City,Honda ,2016,2050000,60000,Petrol
32621,Toyota Corolla,Toyota ,2013,1850000,74000,Petrol
32622,Suzuki Alto,Suzuki ,2007,480000,184000,Petrol
32623,Suzuki Wagon,Suzuki ,2014,1400000,138615,Petrol
32624,Honda Spike,Honda ,2012,2075000,65000,Petrol
32625,Daihatsu Mira,Daihatsu ,2016,1420000,130000,Petrol
32626,Mitsubishi Lancer,Mitsubishi ,1991,450000,198774,Petrol
32627,Honda Civic,Honda ,2017,3200000,67430,Petrol
32628,Suzuki Swift,Suzuki ,2015,1680000,65000,Petrol
32629,Suzuki Mehran,Suzuki ,2006,370000,60000,Petrol
32630,Suzuki Wagon,Suzuki ,2017,1400000,64000,Petrol
32631,Toyota Corolla,Toyota ,2018,2700000,28000,Petrol
32632,Toyota Pixis,Toyota ,2015,1500000,88000,Petrol
32633,Honda Freed,Honda ,2011,2300000,98000,Petrol
32634,Toyota Fortuner,Toyota ,2013,4700000,42000,Petrol
32635,Daihatsu Hijet,Daihatsu ,2009,850000,99814,Petrol
32636,Toyota Aqua,Toyota ,2015,2575000,50000,Petrol
32637,Suzuki Swift,Suzuki ,2018,1800000,25500,Petrol
32638,Suzuki Margalla,Suzuki ,1993,425000,123456,Petrol
32639,Suzuki Margalla,Suzuki ,1997,370000,234567,Petrol
32640,Toyota Corolla,Toyota ,2013,1600000,80000,Petrol
32641,Suzuki Alto,Suzuki ,2006,485000,125800,Petrol
32642,Suzuki Alto,Suzuki ,2007,565000,110000,Petrol
32643,Toyota Corolla,Toyota ,2019,2880000,8500,Petrol
32644,Toyota Prius,Toyota ,2013,2760000,60000,Petrol
32645,Toyota Corolla,Toyota ,2010,1350000,120000,Petrol
32646,Toyota Prado,Toyota ,2011,11300000,71000,Petrol
32647,Suzuki Alto,Suzuki ,2012,930000,77000,Petrol
32648,Suzuki Mehran,Suzuki ,2014,670000,53000,Petrol
32649,Toyota Prius,Toyota ,2011,2175000,115000,Petrol
32650,Daihatsu Hijet,Daihatsu ,2012,1175000,100000,Petrol
32651,Suzuki Cultus,Suzuki ,2009,825000,92000,Petrol
32652,Suzuki Mehran,Suzuki ,2014,670000,53000,Petrol
32653,Honda Civic,Honda ,2008,1450000,240000,Petrol
32654,Suzuki Ravi,Suzuki ,2015,890000,6100,Petrol
32655,Honda Vezel,Honda ,2016,4350000,48000,Petrol
32656,Suzuki Mehran,Suzuki ,1992,170000,256000,Petrol
32657,Suzuki Cultus,Suzuki ,2014,1025000,70000,Petrol
32658,Suzuki Mehran,Suzuki ,2018,1075000,22000,Petrol
32659,Suzuki Alto,Suzuki ,2011,780000,65000,Petrol
32660,Toyota Aqua,Toyota ,2013,2384000,95500,Hybrid
32661,Toyota Corolla,Toyota ,1995,695000,120000,Petrol
32662,Suzuki Alto,Suzuki ,2019,1515000,3500,Petrol
32663,Toyota Hiace,Toyota ,2016,4975000,100000,Petrol
32664,Suzuki Alto,Suzuki ,2006,440000,116000,Petrol
32665,Toyota Corolla,Toyota ,2014,1685000,135000,Petrol
32666,Suzuki Bolan,Suzuki ,2007,550000,130000,Petrol
32667,Suzuki Cultus,Suzuki ,2003,510000,100000,Petrol
32668,Suzuki Alto,Suzuki ,2012,850000,97000,Petrol
32669,Honda Accord,Honda ,2003,1400000,170000,Petrol
32670,Toyota Aqua,Toyota ,2016,2384000,69800,Petrol
32671,Honda City,Honda ,2015,1800000,137000,Petrol
32672,Honda Civic,Honda ,2005,1200000,130689,Petrol
32673,Toyota Vitz,Toyota ,2012,1750000,74000,Petrol
32674,Honda City,Honda ,2002,900000,165035,Petrol
32675,Mitsubishi Ek,Mitsubishi ,2013,1300000,107000,Petrol
32676,Suzuki Cultus,Suzuki ,2002,380000,150000,Petrol
32677,Daihatsu Mira,Daihatsu ,2017,1450000,80000,Petrol
32678,Suzuki Alto,Suzuki ,2019,1620000,3400,Petrol
32679,BMW 7,BMW ,2005,3500000,136582,Diesel
32680,Toyota Prius,Toyota ,2013,2760000,60000,Petrol
32681,Toyota Corolla,Toyota ,1995,1150000,128000,Petrol
32682,Toyota Land,Toyota ,2016,35500000,14604,Petrol
32683,Suzuki Cultus,Suzuki ,2012,925000,60000,Petrol
32684,Honda City,Honda ,2018,2450000,22000,Petrol
32685,Suzuki Alto,Suzuki ,2014,1270000,100825,Petrol
32686,Suzuki Baleno,Suzuki ,2005,650000,150000,Petrol
32687,Suzuki Mehran,Suzuki ,2008,600000,333641,Petrol
32688,Toyota Aqua,Toyota ,2016,2384000,97000,Petrol
32689,Suzuki Every,Suzuki ,2007,2384000,85000,Petrol
32690,Audi Q3,Audi ,2016,2384000,58000,Petrol
32691,Audi A3,Audi ,2018,2384000,12000,Petrol
32692,Suzuki Mehran,Suzuki ,2019,2384000,11500,Petrol
32693,Suzuki Mehran,Suzuki ,1991,255000,85000,Petrol
32694,Toyota Corolla,Toyota ,2016,2250000,43800,Petrol
32695,Toyota Hiace,Toyota ,1997,1500000,100000,Petrol
32696,Toyota Aqua,Toyota ,2016,3010000,42200,Petrol
32697,Daihatsu Move,Daihatsu ,2011,1200000,125150,Petrol
32698,Suzuki Every,Suzuki ,2012,2384000,70000,Petrol
32699,Honda Vezel,Honda ,2014,3250000,93600,Hybrid
32700,Lexus RX,Lexus ,2004,2250000,120000,Petrol
32701,Toyota Prado,Toyota ,1997,3100000,160000,Diesel
32702,Toyota Corolla,Toyota ,2017,3025000,31000,Petrol
32703,Suzuki Alto,Suzuki ,2019,1590000,7500,Petrol
32704,Honda Accord,Honda ,2003,1500000,126000,Petrol
32705,Suzuki Wagon,Suzuki ,2014,1460000,60000,Petrol
32706,Suzuki Alto,Suzuki ,2019,1345000,2000,Petrol
32707,Suzuki Mehran,Suzuki ,2018,850000,37022,Petrol
32708,Toyota Corolla,Toyota ,2016,2384000,104407,Petrol
32709,Toyota Passo,Toyota ,2010,1450000,200000,Petrol
32710,Honda City,Honda ,2019,2775000,16000,Petrol
32711,Honda City,Honda ,2019,2384000,11000,Petrol
32712,Honda BR-V,Honda ,2017,2720000,35000,Petrol
32713,Toyota Hiace,Toyota ,2013,4320000,132000,Petrol
32714,Honda Vezel,Honda ,2014,3450000,80000,Hybrid
32715,Toyota Corolla,Toyota ,2018,3400000,32000,Petrol
32716,Toyota Corolla,Toyota ,2014,2550000,80000,Petrol
32717,Toyota Hilux,Toyota ,2012,3100000,100000,Diesel
32718,Toyota Corolla,Toyota ,2018,2725000,30000,Petrol
32719,Toyota Harrier,Toyota ,2003,2000000,100000,Petrol
32720,Toyota Aqua,Toyota ,2015,2625000,40000,Petrol
32721,Nissan Juke,Nissan ,2012,2250000,70000,Petrol
32722,Daihatsu Mira,Daihatsu ,2012,1100000,65000,Petrol
32723,Suzuki Mehran,Suzuki ,2010,600000,68000,Petrol
32724,Toyota Corolla,Toyota ,2017,2625000,54000,Petrol
32725,Honda Civic,Honda ,2017,3700000,64000,Petrol
32726,Toyota Corolla,Toyota ,2016,2150000,105000,Petrol
32727,Honda Civic,Honda ,2017,3300000,21000,Petrol
32728,Toyota Mark,Toyota ,2005,2350000,100000,Petrol
32729,Toyota Corolla,Toyota ,2006,1300000,300000,Diesel
32730,Audi A6,Audi ,2016,10500000,60000,Petrol
32731,Honda Vezel,Honda ,2014,3850000,40600,Petrol
32732,Daihatsu Cuore,Daihatsu ,2012,890000,58500,Petrol
32733,Toyota Corolla,Toyota ,2001,875000,150000,Diesel
32734,FAW Sirius,FAW ,2015,1635000,125000,Petrol
32735,Honda City,Honda ,2013,1750000,70000,Petrol
32736,Daihatsu Mira,Daihatsu ,2014,1450000,71000,Petrol
32737,Toyota Corolla,Toyota ,1993,720000,200000,Petrol
32738,Honda Vezel,Honda ,2016,3600000,25000,Petrol
32739,Suzuki Cultus,Suzuki ,2008,725000,90000,Petrol
32740,Honda Civic,Honda ,2017,3365000,45000,Petrol
32741,Toyota Vitz,Toyota ,2011,1530000,93000,Petrol
32742,Suzuki Mehran,Suzuki ,2007,570000,100000,Petrol
32743,Toyota Corolla,Toyota ,2015,2250000,72000,Petrol
32744,Toyota Vitz,Toyota ,2012,1650000,130000,Petrol
32745,Honda Vezel,Honda ,2016,3700000,75000,Petrol
32746,Honda Civic,Honda ,2014,2295000,81600,Petrol
32747,Honda City,Honda ,2019,2350000,65000,Petrol
32748,Honda Civic,Honda ,1996,780000,100000,Petrol
32749,Suzuki Mehran,Suzuki ,2000,295000,100000,Petrol
32750,Suzuki Margalla,Suzuki ,1997,580000,123456,Petrol
32751,Mercedes Benz,Mercedes ,2004,2450000,75000,Petrol
32752,Suzuki Mehran,Suzuki ,2009,553000,44000,Petrol
32753,Honda Civic,Honda ,2011,1835000,101500,Petrol
32754,Suzuki Mehran,Suzuki ,2004,465000,199999,Petrol
32755,Suzuki Cultus,Suzuki ,2007,650000,76000,Petrol
32756,Mazda Scrum,Mazda ,2015,1400000,32000,Petrol
32757,Nissan Dayz,Nissan ,2015,1400000,22000,Petrol
32758,Suzuki Mehran,Suzuki ,2017,860000,50000,Petrol
32759,Toyota Corolla,Toyota ,2013,2325000,58000,Petrol
32760,Mercedes Benz,Mercedes ,2005,2800000,125173,Petrol
32761,Toyota C-HR,Toyota ,2018,6900000,16000,Hybrid
32762,Suzuki Baleno,Suzuki ,2005,610000,60000,Petrol
32763,Toyota Passo,Toyota ,2013,1600000,80000,Petrol
32764,Toyota Land,Toyota ,2012,20500000,55000,Petrol
32765,Suzuki Bolan,Suzuki ,1994,300000,123456,Petrol
32766,Isuzu Other,Isuzu ,2014,3900000,25000,Diesel
32767,Suzuki Margalla,Suzuki ,1996,425000,100000,Petrol
32768,Toyota Aqua,Toyota ,2012,1950000,83000,Hybrid
32769,Suzuki Cultus,Suzuki ,2015,1175000,67000,Petrol
32770,Suzuki Cultus,Suzuki ,2010,750000,100000,Petrol
32771,Suzuki Mehran,Suzuki ,2010,550000,100000,Petrol
32772,Toyota Corolla,Toyota ,2004,1000000,152000,Petrol
32773,Honda Civic,Honda ,2005,920000,167000,Petrol
32774,Honda Civic,Honda ,1995,640000,163582,Petrol
32775,Toyota Aqua,Toyota ,2016,3050000,90000,Petrol
32776,Suzuki Every,Suzuki ,2015,1385000,35000,Petrol
32777,Suzuki Wagon,Suzuki ,2018,2150000,40000,Hybrid
32778,Suzuki Cultus,Suzuki ,2018,1525000,40000,Petrol
32779,Honda City,Honda ,2005,925000,60000,Petrol
32780,Toyota Corolla,Toyota ,2013,1610000,70000,Petrol
32781,Toyota Vitz,Toyota ,2015,2100000,44000,Petrol
32782,Toyota Passo,Toyota ,2016,2160000,35000,Petrol
32783,Toyota Corolla,Toyota ,2009,1900000,44000,Petrol
32784,Honda Vezel,Honda ,2014,2250000,83786,Petrol
32785,Suzuki Alto,Suzuki ,2000,480000,350000,Petrol
32786,Suzuki Alto,Suzuki ,2010,750000,123456,Petrol
32787,Honda Civic,Honda ,2010,1650000,128000,Petrol
32788,Honda City,Honda ,2002,980000,138454,Petrol
32789,Suzuki Swift,Suzuki ,2010,1250000,65000,Petrol
32790,Toyota Corolla,Toyota ,1998,950000,140000,Diesel
32791,Honda Vezel,Honda ,2014,3245000,81700,Hybrid
32792,Honda Civic,Honda ,1990,315000,100000,Petrol
32793,Toyota Aqua,Toyota ,2014,2450000,28000,Petrol
32794,BMW 3,BMW ,2007,2950000,150000,Petrol
32795,Suzuki Mehran,Suzuki ,2012,580000,74000,Petrol
32796,Honda Vezel,Honda ,2015,3850000,66000,Petrol
32797,Suzuki Cultus,Suzuki ,2011,875000,68000,Petrol
32798,Suzuki Cultus,Suzuki ,2017,1250000,78000,Petrol
32799,Suzuki Cultus,Suzuki ,2011,965000,70000,Petrol
32800,Daihatsu Mira,Daihatsu ,2008,1075000,128000,Petrol
32801,Honda Accord,Honda ,2002,1000000,72000,Petrol
32802,Suzuki Cultus,Suzuki ,2017,1200000,90000,Petrol
32803,Honda Civic,Honda ,2000,1080000,123458,Petrol
32804,Honda City,Honda ,1998,700000,100000,Petrol
32805,Suzuki Khyber,Suzuki ,1992,160000,120000,Petrol
32806,Toyota Corolla,Toyota ,2007,1200000,124558,Petrol
32807,Honda Civic,Honda ,1995,450000,150000,Petrol
32808,Toyota Mark,Toyota ,2004,2100000,123455,Petrol
32809,Toyota Land,Toyota ,1994,2450000,123455,Diesel
32810,Daihatsu Cuore,Daihatsu ,2008,600000,100000,Petrol
32811,Toyota Corolla,Toyota ,2011,1625000,123455,Petrol
32812,Toyota Platz,Toyota ,2005,1050000,123455,Petrol
32813,Suzuki Wagon,Suzuki ,2016,1950000,36000,Petrol
32814,Suzuki Cultus,Suzuki ,2008,760000,123455,Petrol
32815,FAW Carrier,FAW ,2019,800000,20,Petrol
32816,Suzuki Wagon,Suzuki ,2001,880000,153455,Petrol
32817,Toyota Corolla,Toyota ,2012,1420000,100000,Petrol
32818,Suzuki Alto,Suzuki ,2006,620000,142000,Petrol
32819,Suzuki Cultus,Suzuki ,2005,600000,65000,Petrol
32820,Suzuki Bolan,Suzuki ,2008,620000,85000,Petrol
32821,Suzuki Alto,Suzuki ,2015,1600000,65000,Petrol
32822,Suzuki Bolan,Suzuki ,2012,528000,78000,Petrol
32823,Toyota Hilux,Toyota ,2008,2500000,134558,Diesel
32824,Toyota Corolla,Toyota ,2011,1560000,120000,Petrol
32825,Suzuki Cultus,Suzuki ,2011,890000,100000,Petrol
32826,Daihatsu Esse,Daihatsu ,2008,798000,91000,Petrol
32827,Toyota Corolla,Toyota ,2013,1900000,97000,Petrol
32828,Daihatsu Mira,Daihatsu ,2015,1450000,40000,Petrol
32829,Toyota Passo,Toyota ,2016,1900000,27700,Petrol
32830,Toyota Corolla,Toyota ,2010,1580000,119000,Petrol
32831,Toyota Corolla,Toyota ,2001,1835000,80000,Petrol
32832,Daihatsu Mira,Daihatsu ,2016,1625000,42000,Petrol
32833,Toyota Corolla,Toyota ,2007,1380000,52000,Petrol
32834,Daihatsu Mira,Daihatsu ,2017,1895000,5757,Petrol
32835,Toyota Land,Toyota ,1992,2100000,273000,Diesel
32836,Suzuki Swift,Suzuki ,2011,1150000,92000,Petrol
32837,Toyota Corolla,Toyota ,2016,2150000,131000,Petrol
32838,Honda City,Honda ,2017,2500000,10000,Petrol
32839,Toyota Corolla,Toyota ,2006,1930000,128000,Petrol
32840,Toyota Belta,Toyota ,2006,1300000,110000,Petrol
32841,Toyota Prado,Toyota ,2005,5500000,100000,Diesel
32842,Toyota Corolla,Toyota ,2012,1730000,75000,Petrol
32843,Toyota Corolla,Toyota ,2019,3900000,34000,Petrol
32844,Honda Vezel,Honda ,2015,3600000,38500,Hybrid
32845,Toyota Corolla,Toyota ,2013,2320000,123455,Petrol
32846,Toyota Passo,Toyota ,2018,1700000,91500,Petrol
32847,Suzuki Cultus,Suzuki ,2014,1120000,123455,Petrol
32848,Toyota Prado,Toyota ,2010,11000000,89000,Petrol
32849,Nissan Dayz,Nissan ,2013,1450000,42000,Petrol
32850,Suzuki MR,Suzuki ,2014,1300000,75000,Petrol
32851,Suzuki Alto,Suzuki ,2009,545000,129000,Petrol
32852,Suzuki Cultus,Suzuki ,2004,500000,62260,Petrol
32853,Honda City,Honda ,2016,2095000,48000,Petrol
32854,Honda Acty,Honda ,2008,830000,138034,Petrol
32855,Suzuki Swift,Suzuki ,2017,1600000,67000,Petrol
32856,Suzuki Cultus,Suzuki ,2007,550000,100000,Petrol
32857,Toyota Corolla,Toyota ,2013,2200000,90000,Petrol
32858,Honda Fit,Honda ,2017,2650000,19000,Hybrid
32859,Honda City,Honda ,2019,2300000,6500,Petrol
32860,Suzuki Mehran,Suzuki ,2018,980000,52000,Petrol
32861,Daihatsu Mira,Daihatsu ,2016,1750000,10000,Petrol
32862,Toyota Corolla,Toyota ,2005,1080000,100000,Petrol
32863,Honda N,Honda ,2018,2300000,7455,Petrol
32864,Suzuki Alto,Suzuki ,2007,690000,162000,Petrol
32865,Toyota Surf,Toyota ,1996,2100000,120000,Diesel
32866,Suzuki Alto,Suzuki ,2010,720000,145764,Petrol
32867,Honda Civic,Honda ,2002,1200000,139000,Petrol
32868,Honda City,Honda ,2018,1825000,120000,Petrol
32869,Honda Vezel,Honda ,2014,4000000,54000,Hybrid
32870,Suzuki Alto,Suzuki ,2019,1500000,10500,Petrol
32871,Suzuki Wagon,Suzuki ,2016,1310000,65000,Petrol
32872,Honda Civic,Honda ,2010,1650000,99500,Hybrid
32873,Honda City,Honda ,2018,2160000,38000,Petrol
32874,Toyota Corolla,Toyota ,2017,2400000,76000,Petrol
32875,Honda Civic,Honda ,2008,1200000,200000,Petrol
32876,Suzuki Cultus,Suzuki ,2006,700000,90000,Petrol
32877,Suzuki Margalla,Suzuki ,1997,545000,95000,Petrol
32878,Suzuki Cultus,Suzuki ,2017,1650000,43000,Petrol
32879,Suzuki Swift,Suzuki ,2016,1550000,92500,Petrol
32880,Suzuki Alto,Suzuki ,2007,975000,159000,Petrol
32881,Honda Accord,Honda ,2003,1350000,193000,Petrol
32882,Suzuki Alto,Suzuki ,2008,850000,158000,Petrol
32883,Suzuki Alto,Suzuki ,2012,740000,152495,Petrol
32884,Suzuki Cultus,Suzuki ,2006,570000,75000,Petrol
32885,Suzuki Bolan,Suzuki ,2010,670000,100080,Petrol
32886,Toyota Aqua,Toyota ,2014,2800000,73000,Petrol
32887,Suzuki Mehran,Suzuki ,2019,450000,5000,Petrol
32888,Suzuki Swift,Suzuki ,2018,1825000,41400,Petrol
32889,Suzuki Swift,Suzuki ,2016,1550000,96251,Petrol
32890,Toyota Corolla,Toyota ,2018,2500000,29000,Petrol
32891,Suzuki Mehran,Suzuki ,2010,570000,90058,Petrol
32892,Honda City,Honda ,2014,1700000,87000,Petrol
32893,Suzuki Alto,Suzuki ,2008,640000,50000,Petrol
32894,Honda Civic,Honda ,2019,3850000,15000,Petrol
32895,Honda BR-V,Honda ,2018,2985000,21200,Petrol
32896,Toyota Land,Toyota ,1998,2250000,135000,Diesel
32897,Toyota Land,Toyota ,2000,4500000,150000,Diesel
32898,Honda City,Honda ,2015,1890000,91000,Petrol
32899,Suzuki Every,Suzuki ,2014,1400000,28000,Petrol
32900,Toyota Corolla,Toyota ,2015,2050000,161200,Petrol
32901,Toyota Mark,Toyota ,2005,3100000,90000,Petrol
32902,Suzuki Wagon,Suzuki ,2015,1345000,90000,Petrol
32903,Toyota Aqua,Toyota ,2016,3015000,20000,Petrol
32904,Suzuki Mehran,Suzuki ,2010,530000,57000,Petrol
32905,Toyota Aqua,Toyota ,2014,2400000,100000,Petrol
32906,Suzuki Mehran,Suzuki ,2003,490000,150000,Petrol
32907,Suzuki Every,Suzuki ,2014,1725000,97000,Petrol
32908,Honda Civic,Honda ,2013,2950000,70000,Petrol
32909,Mercedes Benz,Mercedes ,2015,15000000,33000,Petrol
32910,Suzuki Mehran,Suzuki ,2009,510000,81000,Petrol
32911,Daihatsu Hijet,Daihatsu ,2015,1285000,151000,Petrol
32912,Honda City,Honda ,2013,1750000,145000,Petrol
32913,Daihatsu Boon,Daihatsu ,2014,1750000,65000,Petrol
32914,Toyota Corolla,Toyota ,2011,1597000,150000,Petrol
32915,Suzuki Mehran,Suzuki ,2013,650000,110000,Petrol
32916,Suzuki Cultus,Suzuki ,2008,745000,110000,Petrol
32917,Suzuki Cultus,Suzuki ,2019,1845000,21156,Petrol
32918,Suzuki Bolan,Suzuki ,2015,795000,20000,Petrol
32919,Honda City,Honda ,2006,1350000,98000,Petrol
32920,FAW Carrier,FAW ,2015,590000,141000,Petrol
32921,Suzuki Mehran,Suzuki ,2017,885000,27000,Petrol
32922,Suzuki Mehran,Suzuki ,2018,1025000,20650,Petrol
32923,Suzuki Wagon,Suzuki ,2014,1450000,60000,Petrol
32924,Honda Accord,Honda ,1990,150000,300000,Diesel
32925,Toyota Corolla,Toyota ,2010,1325000,95000,Petrol
32926,Toyota Corolla,Toyota ,2007,1100000,200000,Petrol
32927,Suzuki Alto,Suzuki ,2018,1750000,40000,Petrol
32928,Suzuki Cultus,Suzuki ,2006,650000,50000,Petrol
32929,Suzuki Mehran,Suzuki ,2013,700000,115000,Petrol
32930,Honda Civic,Honda ,2012,1699000,82120,Petrol
32931,Toyota Aqua,Toyota ,2016,3025000,75500,Petrol
32932,Honda City,Honda ,2007,1050000,98000,Petrol
32933,Toyota Aqua,Toyota ,2014,2300000,79000,Petrol
32934,Mercedes Benz,Mercedes ,2010,6600000,97000,Petrol
32935,Suzuki Cultus,Suzuki ,2018,1950000,37000,Petrol
32936,Suzuki Alto,Suzuki ,2010,680000,87000,Petrol
32937,Toyota Vitz,Toyota ,2007,1430000,115000,Petrol
32938,Audi A3,Audi ,2019,6200000,11111,Petrol
32939,Toyota Corolla,Toyota ,2009,1250000,150000,Petrol
32940,Suzuki Margalla,Suzuki ,1994,290000,100000,Petrol
32941,Toyota Vitz,Toyota ,2005,1100000,80000,Petrol
32942,Suzuki Mehran,Suzuki ,1993,280000,200000,Petrol
32943,Suzuki Cultus,Suzuki ,2010,830000,79000,Petrol
32944,Suzuki Mehran,Suzuki ,2009,460000,45000,Petrol
32945,Suzuki Alto,Suzuki ,2005,485000,60000,Petrol
32946,Toyota Aqua,Toyota ,2012,2000000,100000,Petrol
32947,Honda City,Honda ,2007,1100000,253450,Petrol
32948,Honda Civic,Honda ,2002,720000,100000,Petrol
32949,Toyota Vitz,Toyota ,2016,2325000,55000,Petrol
32950,Hyundai Santro,Hyundai ,2004,585000,150000,Petrol
